reference;price;quantity
000656;22.7182;0
000665;23.6273;0
000700;14.5364;0
000705;20.9;0
000709;33.6273;0
000710;33.6273;0
000711;33.6273;0
000712;33.6273;0
000713;51.8091;0
000714;51.8091;0
000715;51.8091;0
000716;51.8091;0
000719;45.4455;0
000720;45.4455;0
000721;45.4455;0
000724;63.6273;0
000725;63.6273;0
000726;63.6273;0
000727;63.6273;0
000728;63.6273;0
000729;63.6273;0
000731;40.9;0
000732;40.9;0
000733;40.9;0
000734;40.9;0
000735;30.9;0
10020621;30.9;0
000736;30.9;0
10020622;30.9;0
000744;27.2636;0
000770;18.1727;0
000771;18.1727;0
000772;18.1727;0
000773;18.1727;0
000777;115.6727;3
000778;115.6727;3
000779;115.6727;1
000782;59.0818;2
000783;59.0818;0
000784;59.0818;0
000785;53.2;3
000786;53.2;1
000787;53.2;1
000788;26.3545;0
000789;26.3545;0
000790;26.3545;0
000791;26.3545;20
000799;20.9;0
000800;20.9;0
000801;20.9;0
000802;20.9;0
000803;20.9;0
000804;20.9;0
000805;48.1727;0
000806;48.1727;0
000807;48.1727;0
000808;48.1727;0
000809;48.1727;0
000816;18.1727;0
000817;18.1727;0
000818;27.2636;0
000819;27.2636;0
000845;48.1727;84
000851;11.8091;0
000852;11.8091;0
000878;39.0818;0
000879;39.0818;0
000880;39.0818;0
000889;9.0818;0
000890;9.0818;0
000893;29.9909;0
000894;29.9909;0
000900;39.0818;0
000901;39.0818;0
000902;39.0818;0
000903;65.4455;0
000904;65.4455;0
000905;65.4455;0
000906;65.4455;0
000919;50.9;0
000920;50.9;0
000921;50.9;0
000922;50.9;0
000926;39.0818;0
000927;39.0818;0
000928;39.0818;0
000934;54.5364;0
000935;54.5364;0
000936;54.5364;0
000937;54.5364;0
000938;27.2636;0
000939;27.2636;0
000940;27.2636;0
000947;31.8091;0
000948;31.8091;0
000949;31.8091;0
000950;31.8091;0
000951;54.5364;0
000952;54.5364;0
000953;54.5364;0
000954;60.9;0
000955;60.9;0
000956;60.9;0
000957;60.9;0
000958;60.9;0
000959;60.9;0
000975;54.5364;0
000976;54.5364;0
000977;16.3545;0
000978;16.3545;0
000980;31.8091;0
000981;31.8091;0
000982;31.8091;0
000983;31.8091;0
000984;31.8091;0
000985;31.8091;0
10009943;5.432186;0
10028650;2.906176;0
001004;8.1727;0
001005;8.1727;0
001006;8.1727;0
001007;8.1727;0
001008;27.2636;0
001009;27.2636;0
001010;27.2636;0
001011;27.2636;0
001012;27.2636;0
001013;27.2636;0
001029;24.5364;0
001030;24.5364;0
001042;54.5364;0
001047;24;5
001048;24;2
001049;24;1
001050;24;1
001061;34.5364;0
001062;34.5364;0
001070;29.0818;3
001072;82.6364;0
001073;82.6364;0
001074;82.6364;0
001098;29.0818;0
001099;29.0818;0
001100;29.0818;0
001102;31.8091;0
001103;31.8091;0
001104;54.9909;6
001105;54.9909;0
001106;54.9909;11
001107;54.9909;7
001108;54.9909;0
001109;54.9909;24
001111;21.8091;0
001112;21.8091;0
001113;21.8091;0
001114;21.8091;0
001117;59.9909;0
001118;59.9909;0
001137;31.8091;0
001138;31.8091;0
001143;19.9909;0
001144;19.9909;0
001146;40.9;0
001147;40.9;0
001148;40.9;0
001149;40.9;0
001150;20.9;0
001151;20.9;0
001158;1.6364;0
001159;1.8091;0
001161;9.9909;0
001162;9.9909;0
001163;9.9909;0
001169;14.5364;0
10022024;24.5364;0
001174;16.3545;0
001175;16.3545;0
001176;1.8091;0
001177;1.8091;0
001178;1.8091;0
001184;24.4545;0
001185;24.4545;0
001186;27.2636;0
001187;27.2636;0
001188;27.2636;0
001192;40.9;0
001193;40.9;0
001194;40.9;0
001195;27.2636;0
001200;29.9909;0
001201;29.9909;4
001202;29.9909;0
001203;29.9909;0
001216;13.1727;0
001217;13.1727;0
001228;31.7273;0
001229;31.7273;0
001230;31.7273;20
001231;31.7273;0
001232;31.7273;13
001233;31.7273;0
001234;31.7273;0
001235;31.7273;0
001236;31.7273;9
001237;36.3545;0
001238;36.3545;0
001239;36.3545;0
001240;36.3545;0
001241;20.8182;11
001242;20.8182;4
001243;20.8182;0
001244;20.8182;5
001253;46.2;0
001254;46.2;0
001255;46.2;0
001256;46.2;0
001257;46.2;0
001258;81.8091;0
001259;81.8091;0
001260;81.8091;0
001266;16.3545;0
001267;16.3545;0
001268;16.3545;0
001277;31.8091;0
001278;31.8091;0
001279;31.8091;0
001282;1.8182;0
001296;32.7182;0
001297;27.2636;0
001327;12.7182;0
001328;12.7182;0
001332;14.2727;12
001333;14.2727;11
001334;13.6273;15
001335;41.6182;0
001336;41.6182;3
001337;41.6182;7
001338;41.6182;4
001339;41.6182;3
001340;52.4091;0
001341;52.4091;2
001342;52.4091;8
001343;52.4091;1
001344;52.4091;0
001345;41.7273;14
001346;41.7273;4
001347;41.7273;12
001361;16.3545;0
001362;16.3545;0
001363;29.9909;0
001364;29.9909;0
001365;29.9909;0
001366;29.9909;0
001389;39.9909;0
001390;39.9909;0
001391;39.9909;0
001392;39.9909;0
001393;39.9909;0
001394;39.9909;0
001399;45.4455;0
001407;31.8091;0
001408;31.8091;0
001409;31.8091;0
001410;27.2636;0
001411;27.2636;0
001415;45.4455;0
001420;33.6273;0
001421;33.6273;0
001426;18.1727;0
001427;31.9818;0
001428;34.5364;0
001438;61.8091;2
001439;61.8091;0
001440;61.8091;0
001441;61.8091;0
001442;61.8091;0
001451;37.7273;1
001452;37.7273;1
10021438;37.7273;0
001453;37.7273;0
001454;37.7273;0
001455;18.1727;0
001456;18.1727;0
001457;18.1727;0
001458;18.1727;0
001462;63.6273;0
001463;63.6273;0
001464;63.6273;0
001474;54.5364;0
001475;54.5364;0
001476;54.5364;0
001477;54.5364;0
001478;54.5364;0
001479;36.3545;0
001480;36.3545;0
001481;36.3545;0
001482;36.3545;0
001483;76.3545;0
001484;76.3545;0
001485;76.3545;0
001486;76.3545;0
001514;25.4455;0
001515;25.4455;0
001518;31.8091;0
001519;31.8091;0
001520;31.8091;0
001524;49.0818;0
001525;49.0818;0
10028942;49.0818;0
001526;35.4455;0
001528;35.4455;0
001529;35.4455;0
001530;35.4455;0
001533;49.9909;0
001534;49.9909;0
001535;49.9909;0
001563;30.6182;10
001565;26.3545;0
001574;49.9091;0
001575;49.9091;0
001576;49.9091;0
001577;49.9091;0
001578;49.9091;26
001580;49.9091;0
001581;49.9091;0
001582;49.9091;0
001583;49.9091;0
001605;39.9909;0
001606;39.9909;0
001607;39.9909;0
001608;39.9909;0
001609;39.9909;0
001610;39.9909;0
001613;9.9909;0
001614;9.9909;0
001621;54.5364;0
001622;54.5364;0
001623;54.5364;0
001624;54.5364;0
001646;1.7273;0
001647;1.7273;0
001664;27.1818;0
001665;27.1818;0
001666;27.1818;32
001667;27.1818;33
001668;27.1818;5
001669;27.1818;13
001670;27.1818;6
001671;27.1818;63
001672;27.1818;0
001673;27.1818;18
001674;27.1818;3
001675;27.1818;0
001676;27.1818;34
10008420;15.4455;0
001684;26.3545;0
001685;26.3545;0
001686;26.3545;0
001687;50.9;0
001688;50.9;0
001689;50.9;0
001693;40.9;0
001694;40.9;0
001695;40.9;0
001696;40.9;0
001697;40.9;0
001706;15.4455;0
10023285;15.4455;0
001707;15.4455;0
001708;9.0818;0
001709;9.0818;0
001724;39.0818;0
001725;39.0818;0
10032272;39.0818;0
001730;15.4455;0
001733;36.2727;0
10030870;36.2727;0
001734;36.2727;0
001735;36.2727;0
001736;36.2727;0
10018876;36.2727;0
001738;58.1727;0
001739;58.1727;0
001740;58.1727;0
001741;58.1727;1
001749;48.1727;0
001750;48.1727;0
001768;14.5364;1
001769;14.5364;1
001770;14.5364;0
001771;14.5364;2
001784;1.8091;0
001785;1.8091;0
001786;1.8091;0
001790;37.2636;0
001791;37.2636;0
001792;37.2636;0
001793;37.2636;0
001795;14.5364;0
001796;14.5364;0
001814;33.5455;0
001815;33.5455;0
001816;33.5455;0
001817;33.5455;0
001822;23.6273;0
001823;23.6273;0
001824;23.6273;0
001825;23.6273;0
001826;23.6273;0
001827;23.6273;1
001833;58.1727;0
001834;58.1727;0
001835;58.1727;0
001836;58.1727;0
001837;58.1727;0
001838;58.1727;0
001852;45.4455;0
001853;45.4455;0
001854;45.4455;0
001860;36.3545;0
001861;36.3545;0
001862;36.3545;0
001871;18.1727;0
001872;18.1727;0
001873;18.1727;0
10031668;7524;0
001875;61.8091;0
001876;61.8091;0
001877;61.8091;0
001878;61.8091;0
001887;30.9;0
001888;30.9;0
001895;33.6273;6
001896;33.6273;0
001899;22.6364;3
001900;43.2818;17
001901;43.2818;10
001902;43.2818;3
001906;26.8091;0
001907;26.8091;0
001913;75.4455;0
001914;75.4455;0
001921;39.9909;0
001922;39.9909;0
001923;39.9909;0
001924;39.9909;0
001925;39.9909;0
001926;39.9909;0
10030028;39.9909;0
001928;29.9909;0
001935;81.8091;0
001936;81.8091;0
001937;81.8091;0
001938;81.8091;0
001939;81.8091;0
001940;50.9;0
001941;50.9;0
001942;50.9;0
001943;50.9;0
001944;50.9;0
001946;69.0182;4
001947;69.0182;10
001948;69.0182;7
001949;66.3545;2
001950;66.3545;1
001951;66.3545;0
001952;66.3545;0
001958;37.2636;0
001959;37.2636;0
001974;41.8091;0
001975;41.8091;0
10019946;37.719765;0
10000964;14.4545;0
001995;28.0909;10
002001;16.3545;6
002009;26.3545;0
002010;26.3545;0
002011;26.3545;0
002012;26.3545;0
002013;50.9;0
002014;50.9;0
002015;50.9;5
002016;17.2636;0
002017;17.2636;0
002018;17.2636;0
002019;17.2636;0
002020;17.2636;0
002021;17.2636;0
002022;17.2636;0
002023;17.2636;0
002024;17.2636;0
002025;17.2636;0
002026;17.2636;0
002027;45.4455;3
002028;45.4455;3
002029;45.4455;0
002030;45.4455;3
002031;45.4455;7
002032;27.1818;0
002033;27.1818;0
002034;31.8091;0
002035;31.8091;0
002040;36.3545;0
002041;36.3545;0
002053;34.5364;0
002061;20.9;0
002062;20.9;0
002079;72.7182;0
002080;72.7182;0
002081;72.7182;0
002082;72.7182;0
002111;22.7182;0
002112;22.7182;0
002113;22.7182;0
002114;22.7182;0
002115;22.7182;0
002116;45.3545;0
002117;45.3545;0
002118;45.3545;0
002119;45.3545;0
002120;45.3545;0
002121;45.3545;0
002148;31.8091;0
002149;31.8091;0
002150;31.8091;0
002151;31.8091;0
002152;31.8091;6
002153;31.8091;0
002154;29.9909;0
002155;29.9909;0
002156;29.9909;0
002157;29.9909;16
002158;29.9909;0
002159;29.9909;0
002165;50.9;13
002166;50.9;5
002167;50.9;8
002168;19.9909;0
002170;25.4455;0
002171;25.4455;0
002174;14.5364;12
002175;14.5364;7
002176;14.5364;9
002177;18.1727;0
002178;18.1727;0
002179;18.1727;0
002184;36.3545;0
002186;36.3545;0
002187;36.3545;0
002188;36.3545;0
002189;36.3545;0
002190;36.3545;0
002191;68.1727;0
002192;68.1727;0
002193;68.1727;0
002194;68.1727;0
002195;68.1727;0
002196;68.1727;0
10028517;14.793266;0
002206;59.4182;0
002207;59.4182;0
002208;59.4182;0
002209;27.2636;0
002210;27.2636;0
002211;27.2636;0
002235;26.3545;0
002236;26.3545;0
002246;54.5364;0
002247;54.5364;0
002248;54.5364;0
002249;54.5364;0
002254;26.3545;0
002255;33.5455;0
002256;33.5455;0
002257;33.5455;0
002258;29.9091;0
002259;24.5364;0
002260;24.5364;0
002261;24.5364;0
002262;24.5364;0
002265;54.5364;0
002266;54.5364;0
002267;54.5364;0
002272;24.5364;1
002273;24.5364;0
002274;24.5364;14
002275;20;0
002276;20;0
002277;20;0
002278;20;0
002279;20;0
002285;19.0818;0
002286;15.4455;0
002287;15.4455;0
002288;15.4455;0
002289;15.4455;0
002290;15.4455;0
002298;63.6273;0
002299;63.6273;0
002300;63.6273;0
002301;63.6273;7
002302;63.6273;0
002303;27.2636;0
002304;27.2636;0
10008447;27.2636;0
002305;27.2636;0
002306;27.2636;0
10008449;27.2636;0
002307;27.2636;0
002308;118.1727;0
002309;118.1727;0
002317;38.0909;12
002318;38.0909;0
002319;38.0909;3
002320;38.0909;7
002323;44.4545;0
002324;44.4545;0
002325;44.4545;0
002326;44.4545;0
002327;44.4545;0
002328;44.4545;0
10028972;44.4545;0
002329;44.4545;0
002330;44.4545;0
002352;35.4455;0
002353;35.4455;0
002354;35.4455;0
002360;36.3545;0
002361;36.3545;0
002379;46.1636;2
002380;46.1636;17
002381;99.0818;5
002382;99.0818;0
002383;99.0818;1
002384;24.4545;4
002395;19.9909;0
002420;43.2545;3
002421;43.2545;11
002422;49.0818;0
002423;49.0818;0
002424;49.0818;0
002425;27.2636;10
002430;26.3545;0
002431;26.3545;0
002432;26.3545;0
002433;26.3545;0
002434;26.3545;0
002435;26.3545;0
002436;26.3545;0
002437;26.3545;0
002438;24.5364;0
002439;24.5364;0
002440;24.5364;0
002444;39.5455;0
002445;39.5455;2
002448;45.1818;0
002449;57.4545;0
002450;57.4545;0
002466;18.1727;0
002467;18.1727;0
002468;18.1727;0
002469;18.1727;0
002470;18.1727;0
002471;18.1727;0
002490;43.6273;0
002491;43.6273;0
002492;43.6273;0
002493;43.6273;0
002502;36.3545;0
002503;36.3545;0
002515;5.4455;0
002523;95.4455;0
002524;95.4455;0
002525;95.4455;0
002526;95.4455;0
002527;95.4455;0
002528;95.4455;0
002531;34.5364;0
002532;34.5364;0
002533;34.5364;-12
002534;34.5364;0
002535;34.5364;0
002541;26.3545;0
002542;26.3545;0
002543;26.3545;0
002544;26.3545;0
002545;26.3545;0
10004883;26.3545;0
002546;26.3545;0
002555;4.9504;0
002556;4.9504;0
002557;4.9504;0
002558;4.9504;0
002577;10.7355;0
002578;10.7355;0
002579;10.7355;0
002580;10.7355;0
002606;10.7355;0
002607;10.7355;0
002608;10.7355;0
002609;10.7355;3
002610;9.0826;0
002611;9.0826;0
002612;9.0826;0
002613;9.0826;0
002622;12.3884;0
002623;12.3884;0
002624;12.3884;0
002625;12.3884;0
002627;7.4298;0
002628;7.4298;0
002629;7.4298;0
002630;7.4298;0
002632;9.0826;0
002633;9.0826;0
002634;9.0826;0
002635;9.0826;0
002636;9.0826;0
002637;9.0826;0
002638;9.0826;0
002639;9.0826;0
002641;16.5207;0
002642;16.5207;0
002643;16.5207;0
002644;16.5207;0
002651;16.5207;0
002653;16.5207;0
002656;16.5207;0
002659;16.5207;0
002665;14.7851;39
002666;14.7851;90
002667;14.7851;18
002668;14.7851;40
002669;14.0413;83
002670;14.0413;0
002672;14.0413;99
002674;14.0413;69
002681;45.4463;0
002682;45.4463;0
002685;15.6942;0
002686;15.6942;0
002687;15.6942;0
002688;15.6942;0
002689;15.6942;0
002690;15.6942;0
002691;15.6942;0
002692;15.6942;0
002718;10.7355;0
002719;10.7355;0
002721;10.7355;0
002723;10.7355;0
002725;31.3967;0
002726;31.3967;0
002727;31.3967;0
002728;31.3967;0
002729;12.3884;0
002730;12.3884;0
002731;12.3884;0
002732;12.3884;30
002735;33.0496;3
002736;33.0496;0
002737;33.0496;0
002738;33.0496;0
002752;8.2562;0
002753;8.2562;0
002754;8.2562;0
002755;8.2562;1
002756;8.2562;0
002758;57843;0
002759;57843;0
002760;7.4298;0
002761;7.4298;0
002762;7.4298;35
002763;7.4298;45
002764;5.7769;38
002765;5.7769;0
002766;5.7769;41
002767;5.7769;43
002771;12.3884;0
002772;12.3884;0
002773;12.3884;0
002774;12.3884;0
002775;11562;0
002776;11562;0
002777;11562;0
002778;11562;0
002780;3719;0
002781;3719;0
002782;3719;0
002783;3719;21
002785;5.7769;0
002786;5.7769;0
002788;5.7769;0
002789;5.7769;23
002790;8.2562;48
002791;8.2562;34
002792;8.2562;14
002793;8.2562;23
002794;10.7355;0
002795;10.7355;31
002796;10.7355;8
002797;10.7355;24
002826;12.7273;0
002827;12.7273;0
002828;12.7273;0
002829;12.7273;0
002831;12.7273;0
002832;12.7273;0
002834;12.7273;0
002835;12.7273;26
002836;16.5207;14
002837;16.5207;24
002838;16.5207;1
002839;16.5207;7
002845;9.9091;0
002846;9.9091;0
002847;9.9091;0
002848;9.9091;0
002853;5.7769;0
002854;5.7769;0
002855;5.7769;0
002856;5.7769;0
002857;3719;20
002858;3719;0
002859;3719;12
002860;3719;34
002861;5.7769;42
002862;5.7769;26
002863;5.7769;80
002864;5.7769;81
002865;8.2562;77
002866;8.2562;78
002867;8.2562;93
002868;8.2562;93
002877;6.6033;0
002878;6.6033;0
002879;6.6033;0
002880;6.6033;0
002894;8.2562;0
002895;8.2562;14
002896;8.2562;13
002897;8.2562;32
002898;6.6033;0
002899;6.6033;0
002900;6.6033;0
002901;6.6033;0
002905;10.7355;5
002906;10.7355;24
002907;10.7355;13
002908;10.7355;24
002910;16.5207;19
002911;16.5207;17
002912;16.5207;0
002913;16.5207;5
002914;12.3884;13
002915;12.3884;7
002916;12.3884;2
002917;12.3884;0
002918;3719;0
002920;3719;0
002921;3719;0
002922;3719;114
002923;4.9504;0
002924;4.9504;78
002925;4.9504;18
002926;4.9504;26
002928;5.7769;0
002929;5.7769;0
002930;5.7769;0
002931;5.7769;4
002933;5.7769;61
002934;5.7769;62
002935;5.7769;78
002936;5.7769;87
002937;6.6033;18
002938;6.6033;29
002939;6.6033;63
002940;6.6033;75
002941;5.7769;70
002942;5.7769;61
002943;5.7769;74
002944;5.7769;91
002946;4.9504;33
002947;4.9504;20
002948;4.9504;4
002949;4.9504;22
002956;9.0826;24
002957;9.0826;4
002958;9.0826;6
002959;9.0826;3
002960;9.9091;1
002961;9.9091;0
002962;9.9091;0
002963;9.9091;0
002964;9.9091;0
002965;9.9091;0
002966;9.9091;10
002967;9.9091;0
002968;9.0826;0
002969;9.0826;1
002970;9.0826;0
002971;9.0826;1
002972;9.0826;0
002973;9.0826;0
002974;9.0826;0
002975;9.0826;0
002976;9.0826;0
002977;14.8678;0
002978;14.8678;1
002979;14.8678;0
002980;14.8678;1
002986;13.2149;0
002987;13.2149;0
002988;13.2149;0
002989;13.2149;0
003013;8.6777;0
003014;8.6777;10
003015;8.6777;0
003016;8.6777;0
003017;9.0826;3
003018;9.0826;14
003019;9.0826;9
003020;9.0826;0
003025;9.0826;0
003026;9.0826;0
003027;9.0826;0
003028;9.0826;0
003029;9.0826;0
003099;35.4455;0
003100;31.8091;0
003102;12.3884;0
003103;16.3545;0
003105;3.1818;0
003106;18.0909;13
003107;18.0909;6
003118;7.4298;0
003119;36.3545;0
003120;36.3545;0
10020648;36.3545;0
003122;45.4455;0
003123;45.4455;0
003124;31.8091;0
003125;31.8091;0
003127;27.2636;0
003128;31.8091;0
003129;31.8091;0
003131;59;0
003132;26.3545;0
003133;1.8091;0
003134;1.5909;0
003139;47.2636;0
003140;47.2636;0
003141;36.3545;0
003143;22.7182;0
003144;22.7182;0
003145;22.7182;0
003146;22.7182;0
003147;2.1818;0
003148;2.1818;0
003149;2.1818;0
003150;1.8091;0
003151;31.8091;0
003152;31.8091;0
003153;31.8091;0
003154;31.8091;0
003162;49.0818;0
003163;49.0818;0
003164;49.0818;0
003165;49.0818;0
003166;48.1727;0
003167;48.1727;0
003168;48.1727;0
003169;49.9909;0
003170;49.9909;0
003171;49.9909;0
003172;49.9909;0
003173;49.9909;0
003177;29.0818;0
003180;30.9;0
003181;20.9;0
003182;30.9;0
003183;32.7182;0
003186;1.6364;0
003187;1.6364;0
003188;1.6364;0
003189;1.6364;0
003190;1.6364;0
003191;1.6364;0
003197;15.8909;0
003198;24.6545;2
003199;24.6545;2
10026923;19.0818;0
003201;54.5364;0
003202;54.5364;3
003203;54.5364;0
003204;54.5364;3
003205;25.5273;0
003206;25.5273;0
003207;25.5273;4
003208;48.7521;0
003209;48.7521;0
003210;48.7521;0
003211;48.7521;0
003212;82.6364;2
003213;82.6364;0
003214;82.6364;1
003215;49.5785;2
003216;49.5785;0
003217;49.5785;7
003218;49.5785;6
003219;49.5785;0
003220;49.5785;2
003221;49.5785;1
003222;57843;0
003223;57843;3
003224;57843;12
003227;57843;0
003228;57843;0
003229;57843;1
003230;20.6529;0
003231;20.6529;0
003233;52.8843;0
003234;52.8843;3
003235;52.8843;1
003236;52.8843;4
003237;37.1818;0
003238;37.1818;2
003239;37.1818;11
003240;28.9174;7
003241;28.9174;2
003242;28.9174;13
003243;28.9174;6
003244;33.0496;0
003245;33.0496;0
003246;33.0496;0
003247;33.0496;4
003248;33.0496;8
003249;33.0496;10
003250;37.1818;0
003251;33876;3
003252;33876;7
003261;49.5785;0
003262;57843;2
003263;57843;10
003264;33.0496;1
003265;37.1818;2
003266;37.1818;2
003267;37.1818;6
003268;33876;3
003270;9.9091;0
003271;9.9091;0
003272;9.9091;0
003274;9.9091;0
003275;26.3545;0
003276;9.0818;0
003278;11.8091;0
003281;54.5364;0
003282;54.5364;0
003283;54.5364;0
003284;31.8091;0
003285;31.8091;0
003286;27.2636;0
003287;27.2636;0
003288;45.4455;0
003289;45.4455;0
003290;29.9909;0
003293;45.4455;0
003295;26.3545;0
003296;26.3545;0
003298;12.3884;0
003299;12.3884;0
003300;12.3884;0
003301;12.3884;0
003302;12.3884;0
003303;12.3884;0
003304;12.3884;0
003305;12.3884;0
003306;12.3884;0
003307;12.3884;0
003308;12.3884;0
003309;12.3884;0
003310;12.3884;8
003311;12.3884;0
003312;12.3884;0
003313;12.3884;0
003314;12.3884;0
003315;12.3884;0
003316;12.3884;0
003317;12.3884;0
003318;12.3884;0
003319;12.3884;0
003320;12.3884;0
003321;12.3884;0
003330;19;0
003331;19;0
003332;19;1
003333;19;0
003335;31.8091;0
003356;22.3058;0
003357;22.3058;0
003358;22.3058;0
003359;22.3058;0
003364;2;0
003365;2;0
003366;2;0
